time/date,AUD/US$,EURO/US$,POUND/US$
2013-10-10,1.0564,0.7388,0.626
2013-10-11,1.0556,0.7375,0.6272
2013-10-15,1.0501,0.7411,0.626
2013-10-16,1.0494,0.7413,0.6288
2013-10-17,1.0371,0.7319,0.6186
2013-10-18,1.034,0.7303,0.6179
2013-10-21,1.035,0.7314,0.6192
2013-10-22,1.0304,0.7258,0.6165
2013-10-23,1.0382,0.7254,0.6184
2013-10-24,1.0416,0.7241,0.6178
2013-10-25,1.0441,0.725,0.6189
2013-10-28,1.045,0.7254,0.6199
2013-10-29,1.0529,0.7262,0.6227
2013-10-30,1.0536,0.7262,0.622
2013-10-31,1.0559,0.7356,0.6224
2013-11-01,1.0595,0.7414,0.6281
2013-11-04,1.0515,0.7399,0.627
2013-11-05,1.0541,0.7424,0.6233
2013-11-06,1.0506,0.7391,0.6219
2013-11-07,1.0561,0.7468,0.6223
2013-11-08,1.066,0.7487,0.6252
2013-11-12,1.0764,0.7447,0.6283
2013-11-13,1.0725,0.7432,0.6237
2013-11-14,1.0728,0.7425,0.622
2013-11-15,1.0678,0.7418,0.6208
2013-11-18,1.0638,0.7396,0.6207
2013-11-19,1.0625,0.7392,0.6207
2013-11-20,1.0673,0.7434,0.6192
2013-11-21,1.0812,0.7424,0.619
2013-11-22,1.0913,0.7382,0.6169
2013-11-25,1.0931,0.7406,0.6193
2013-11-26,1.0965,0.7377,0.6178
2013-11-27,1.1023,0.7373,0.6147
2013-11-29,1.0959,0.735,0.6108
2013-12-02,1.0991,0.7379,0.6111
2013-12-03,1.0961,0.7351,0.6092
2013-12-04,1.11,0.7377,0.6115
2013-12-05,1.1027,0.7319,0.6124
2013-12-06,1.1,0.7305,0.6125
2013-12-09,1.1008,0.7285,0.6096
2013-12-10,1.0929,0.7265,0.6089
2013-12-11,1.103,0.7247,0.6102
2013-12-12,1.1204,0.7272,0.6125
2013-12-13,1.1159,0.7287,0.6137
2013-12-16,1.115,0.7269,0.6131
2013-12-17,1.1232,0.7274,0.6152
2013-12-18,1.1256,0.7264,0.6102
2013-12-19,1.1289,0.7317,0.6104
2013-12-20,1.1213,0.7314,0.6114
2013-12-23,1.1186,0.7299,0.6114
2013-12-24,1.1211,0.7312,0.6108
2013-12-26,1.1255,0.7305,0.6088
2013-12-27,1.1254,0.7264,0.6064
2013-12-30,1.1208,0.7238,0.6053
2013-12-31,1.1199,0.7257,0.6034
2014-01-02,1.1206,0.7315,0.6082
2014-01-03,1.1141,0.735,0.6089
2014-01-06,1.1159,0.7334,0.6093
2014-01-07,1.1207,0.7343,0.609
2014-01-08,1.1225,0.7361,0.6075
2014-01-09,1.1254,0.7358,0.6076
2014-01-10,1.113,0.7319,0.6072
2014-01-13,1.1046,0.7328,0.6105
2014-01-14,1.1136,0.7309,0.6079
2014-01-15,1.1204,0.7351,0.6107
2014-01-16,1.1361,0.7353,0.6122
2014-01-17,1.1392,0.7378,0.6087
2014-01-21,1.1362,0.7375,0.6072
2014-01-22,1.1313,0.7382,0.6035
2014-01-23,1.1397,0.731,0.602
2014-01-24,1.1474,0.731,0.6064
2014-01-27,1.1448,0.731,0.6028
2014-01-28,1.1403,0.732,0.6031
2014-01-29,1.1412,0.7319,0.6038
2014-01-30,1.1401,0.7381,0.6065
2014-01-31,1.1438,0.7407,0.6079
2014-02-03,1.1393,0.7395,0.6132
2014-02-04,1.1192,0.7404,0.6135
2014-02-05,1.1222,0.7397,0.6132
2014-02-06,1.1152,0.7351,0.6118
2014-02-07,1.1162,0.7345,0.6099
2014-02-10,1.1181,0.7329,0.6091
2014-02-11,1.1056,0.7324,0.6072
2014-02-12,1.1077,0.7357,0.6032
2014-02-13,1.1137,0.7316,0.6009
2014-02-14,1.1083,0.7305,0.5975
2014-02-18,1.1063,0.7268,0.5989
2014-02-19,1.1078,0.7266,0.5982
2014-02-20,1.1135,0.7305,0.601
2014-02-21,1.1159,0.7288,0.6013
2014-02-24,1.106,0.7276,0.6009
2014-02-25,1.108,0.7273,0.5989
2014-02-26,1.1158,0.7316,0.6007
2014-02-27,1.1161,0.7287,0.5991
2014-02-28,1.1194,0.7243,0.597
2014-03-03,1.1199,0.7266,0.5984
2014-03-04,1.1186,0.7283,0.6001
2014-03-05,1.1131,0.7281,0.5978
2014-03-06,1.0989,0.7221,0.5973
2014-03-07,1.1024,0.7211,0.5979
2014-03-10,1.1085,0.7205,0.6012
2014-03-11,1.1086,0.7211,0.6014
2014-03-12,1.1146,0.7192,0.6022
2014-03-13,1.104,0.718,0.5996
2014-03-14,1.1062,0.7182,0.6013
2014-03-17,1.0999,0.718,0.6008
2014-03-18,1.0948,0.7188,0.6034
2014-03-19,1.0985,0.7189,0.6014
2014-03-20,1.106,0.7255,0.6057
2014-03-21,1.1001,0.7255,0.6061
2014-03-24,1.0958,0.7255,0.6064
2014-03-25,1.0933,0.7258,0.6058
2014-03-26,1.084,0.7254,0.6036
2014-03-27,1.0797,0.7272,0.6014
2014-03-28,1.0824,0.7271,0.6011
2014-03-31,1.0782,0.7258,0.5997
2014-04-01,1.0808,0.7244,0.601
2014-04-02,1.0827,0.7267,0.6012
2014-04-03,1.0847,0.7295,0.603
2014-04-04,1.0762,0.7297,0.6026
2014-04-07,1.0793,0.7275,0.6018
2014-04-08,1.0688,0.7245,0.5973
2014-04-09,1.0675,0.7238,0.597
2014-04-10,1.0611,0.7198,0.5959
2014-04-11,1.0637,0.7195,0.5975
2014-04-14,1.0628,0.7234,0.5973
2014-04-15,1.0704,0.7243,0.5979
2014-04-16,1.0661,0.7236,0.5955
2014-04-17,1.0708,0.723,0.5949
2014-04-18,1.0718,0.7238,0.5955
2014-04-21,1.071,0.7252,0.5955
2014-04-22,1.0678,0.7244,0.5941
2014-04-23,1.0772,0.7239,0.5964
2014-04-24,1.0803,0.7232,0.5953
2014-04-25,1.0785,0.7226,0.5949
2014-04-28,1.0806,0.7223,0.5948
2014-04-29,1.0792,0.7242,0.5942
2014-04-30,1.0774,0.721,0.5923
2014-05-01,1.0782,0.7211,0.5917
2014-05-02,1.0803,0.7213,0.5929
2014-05-05,1.0781,0.7203,0.5928
2014-05-06,1.0684,0.7182,0.5891
2014-05-07,1.0711,0.7185,0.5895
2014-05-08,1.0659,0.7213,0.5902
2014-05-09,1.0686,0.7266,0.5935
2014-05-12,1.0679,0.7267,0.5927
2014-05-13,1.0673,0.7293,0.5939
2014-05-14,1.0662,0.729,0.5958
2014-05-15,1.07,0.7293,0.5956
2014-05-16,1.0676,0.7295,0.5943
2014-05-19,1.0703,0.7291,0.5945
2014-05-20,1.08,0.7298,0.5936
2014-05-21,1.0852,0.7322,0.5928
2014-05-22,1.0844,0.7325,0.5932
2014-05-23,1.0828,0.7338,0.5945
2014-05-27,1.0823,0.7343,0.5952
2014-05-28,1.0838,0.7355,0.5985
2014-05-29,1.0765,0.7349,0.5981
2014-05-30,1.0755,0.7331,0.5965
2014-06-02,1.0811,0.735,0.5968
2014-06-03,1.0805,0.734,0.5969
2014-06-04,1.0789,0.7343,0.5971
2014-06-05,1.0728,0.7343,0.5954
2014-06-06,1.072,0.7332,0.5955
2014-06-09,1.0699,0.7359,0.5953
2014-06-10,1.0678,0.7384,0.5969
2014-06-11,1.0648,0.739,0.5954
2014-06-12,1.0604,0.7377,0.5934
2014-06-13,1.0643,0.7395,0.5899
2014-06-16,1.0638,0.7365,0.5887
2014-06-17,1.0707,0.7384,0.5894
2014-06-18,1.0707,0.7371,0.5899
2014-06-19,1.0632,0.7342,0.5866
2014-06-20,1.0653,0.7361,0.5878
2014-06-23,1.0619,0.7357,0.5879
2014-06-24,1.0661,0.7359,0.5892
2014-06-25,1.0641,0.7332,0.5887
2014-06-26,1.0633,0.7348,0.5876
2014-06-27,1.0624,0.7336,0.5877
2014-06-30,1.0608,0.7305,0.5846
2014-07-01,1.054,0.7309,0.5832
2014-07-02,1.0589,0.7323,0.5826
2014-07-03,1.0686,0.7348,0.583
2014-07-07,1.0671,0.7351,0.5838
2014-07-08,1.0638,0.7345,0.5839
2014-07-09,1.0643,0.7337,0.5838
2014-07-10,1.0653,0.7353,0.584
2014-07-11,1.0658,0.7354,0.5845
2014-07-14,1.0647,0.7342,0.5855
2014-07-15,1.0677,0.7368,0.5831
2014-07-16,1.0681,0.7391,0.5837
2014-07-17,1.067,0.7391,0.5847
2014-07-18,1.0654,0.7399,0.5859
2014-07-21,1.0664,0.7394,0.5859
2014-07-22,1.0652,0.7424,0.5862
2014-07-23,1.0582,0.7428,0.587
2014-07-24,1.0617,0.7425,0.5889
2014-07-25,1.0634,0.7445,0.5892
2014-07-28,1.0627,0.744,0.5885
2014-07-29,1.0663,0.7457,0.5904
2014-07-30,1.0735,0.7475,0.5916
2014-07-31,1.0752,0.7468,0.5921
2014-08-01,1.0748,0.7443,0.5941
2014-08-04,1.072,0.7455,0.5938
2014-08-05,1.0752,0.7482,0.5926
2014-08-06,1.0722,0.7488,0.5941
2014-08-07,1.0772,0.7484,0.5935
2014-08-08,1.0779,0.7456,0.596
2014-08-11,1.0796,0.7471,0.5957
2014-08-12,1.0787,0.7487,0.595
2014-08-13,1.075,0.7481,0.5989
2014-08-14,1.0727,0.7476,0.599
2014-08-15,1.0746,0.7467,0.5993
2014-08-18,1.0718,0.7486,0.5981
2014-08-19,1.074,0.7508,0.6017
2014-08-20,1.0746,0.7528,0.6012
2014-08-21,1.075,0.7528,0.6028
2014-08-22,1.0742,0.7555,0.6034
2014-08-25,1.0757,0.7572,0.603
2014-08-26,1.073,0.7582,0.6035
2014-08-27,1.0712,0.758,0.6034
2014-08-28,1.0693,0.7588,0.6032
2014-08-29,1.0702,0.7605,0.603
2014-09-02,1.0781,0.762,0.606
2014-09-03,1.0705,0.7613,0.6079
2014-09-04,1.0683,0.7736,0.6117
2014-09-05,1.0666,0.7718,0.613
2014-09-08,1.0753,0.7723,0.6195
2014-09-09,1.0861,0.7747,0.6216
2014-09-10,1.0925,0.7747,0.6198
2014-09-11,1.0971,0.773,0.6163
2014-09-12,1.1053,0.7719,0.6156
2014-09-15,1.1078,0.7721,0.6156
2014-09-16,1.0994,0.7707,0.6139
2014-09-17,1.1077,0.7717,0.6124
2014-09-18,1.1131,0.7744,0.6108
2014-09-19,1.1192,0.7791,0.613
2014-09-22,1.1266,0.7795,0.612
2014-09-23,1.1296,0.7777,0.6109
2014-09-24,1.1274,0.782,0.6118
2014-09-25,1.1369,0.7844,0.613
2014-09-26,1.1414,0.7883,0.6152
2014-09-29,1.1444,0.7872,0.6149
2014-09-30,1.1446,0.7919,0.6165
2014-10-01,1.145,0.7925,0.6167
2014-10-02,1.1373,0.7893,0.6196
2014-10-03,1.1527,0.7989,0.6265
2014-10-06,1.1432,0.7942,0.6239
2014-10-07,1.1353,0.792,0.6222
2014-10-08,1.1427,0.7885,0.6224
2014-10-09,1.1392,0.7885,0.6202
2014-10-10,1.1469,0.7914,0.6231
2014-10-14,1.1459,0.7899,0.6277
2014-10-15,1.1371,0.7826,0.6266
2014-10-16,1.1408,0.7805,0.6225
2014-10-17,1.1414,0.784,0.6217
2014-10-20,1.1382,0.7823,0.6197
2014-10-21,1.1368,0.7859,0.6198
2014-10-22,1.1373,0.79,0.6223
2014-10-23,1.1399,0.79,0.6236
2014-10-24,1.1348,0.789,0.6212
2014-10-27,1.1365,0.7867,0.6198
2014-10-28,1.1302,0.7845,0.6189
2014-10-29,1.1231,0.7836,0.6192
2014-10-30,1.1331,0.7923,0.6241
2014-10-31,1.1375,0.7981,0.625
2014-11-03,1.1493,0.8008,0.6255
2014-11-04,1.1456,0.7966,0.6254
2014-11-05,1.1639,0.8008,0.6256
2014-11-06,1.1655,0.8055,0.6304
2014-11-07,1.1601,0.805,0.6312
2014-11-10,1.1594,0.8048,0.6306
2014-11-12,1.1448,0.8028,0.6323
2014-11-13,1.1455,0.8015,0.6363
2014-11-14,1.1446,0.8004,0.6387
2014-11-17,1.1471,0.8034,0.6392
2014-11-18,1.146,0.7978,0.6391
2014-11-19,1.1597,0.7969,0.6382
2014-11-20,1.1614,0.7983,0.6376
2014-11-21,1.1529,0.8068,0.6381
2014-11-24,1.1608,0.8047,0.6369
2014-11-25,1.1737,0.8018,0.6364
2014-11-26,1.1718,0.7998,0.6334
2014-11-28,1.1732,0.804,0.6395
2014-12-01,1.1736,0.8006,0.6352
2014-12-02,1.1825,0.8071,0.6389
2014-12-03,1.1881,0.8127,0.6369
2014-12-04,1.1898,0.8044,0.6367
2014-12-05,1.2005,0.8127,0.641
2014-12-08,1.2054,0.8135,0.64
2014-12-09,1.1989,0.8055,0.6372
2014-12-10,1.2041,0.8048,0.6374
2014-12-11,1.2099,0.8066,0.6365
2014-12-12,1.2095,0.801,0.6358
2014-12-15,1.2148,0.8019,0.6384
2014-12-16,1.2165,0.7997,0.6355
2014-12-17,1.2235,0.8061,0.6389
2014-12-18,1.2243,0.8136,0.6385
2014-12-19,1.2303,0.8173,0.6407
2014-12-22,1.2284,0.8162,0.6403
2014-12-23,1.235,0.821,0.6445
2014-12-24,1.2332,0.8205,0.6431
2014-12-29,1.2276,0.8211,0.6442
2014-12-30,1.2197,0.8214,0.6421
2014-12-31,1.2235,0.8264,0.6419
2015-01-02,1.2318,0.8323,0.651
2015-01-05,1.2353,0.8391,0.6564
2015-01-06,1.2318,0.8378,0.659
2015-01-07,1.2424,0.846,0.6634
2015-01-08,1.2306,0.8467,0.6615
2015-01-09,1.2209,0.8453,0.66
2015-01-12,1.2247,0.8452,0.6593
2015-01-13,1.2249,0.849,0.6594
2015-01-14,1.225,0.847,0.6564
2015-01-15,1.2177,0.8622,0.6596
2015-01-16,1.2204,0.8683,0.6609
2015-01-20,1.2229,0.8651,0.6595
2015-01-21,1.2344,0.8633,0.6615
2015-01-22,1.2347,0.8761,0.6644
2015-01-23,1.2602,0.8866,0.6657
2015-01-26,1.2604,0.8857,0.6628
2015-01-27,1.2596,0.8795,0.6581
2015-01-28,1.2542,0.8817,0.6594
2015-01-29,1.289,0.8843,0.6648
2015-01-30,1.2883,0.8857,0.6655
2015-02-02,1.2791,0.8821,0.6655
2015-02-03,1.2925,0.8724,0.661
2015-02-04,1.2885,0.8758,0.6575
2015-02-05,1.2816,0.8747,0.6539
2015-02-06,1.2809,0.8826,0.6559
2015-02-09,1.2799,0.8837,0.6572
2015-02-10,1.2852,0.8837,0.6557
2015-02-11,1.2965,0.885,0.6565
2015-02-12,1.2882,0.8764,0.6502
2015-02-13,1.2867,0.8766,0.6496
2015-02-17,1.2794,0.8776,0.6515
2015-02-18,1.2857,0.8817,0.6481
2015-02-19,1.2804,0.8778,0.6472
2015-02-20,1.2767,0.8794,0.65
2015-02-23,1.2809,0.8814,0.6466
2015-02-24,1.2807,0.8844,0.6479
2015-02-25,1.2661,0.88,0.6452
2015-02-26,1.2794,0.8919,0.6483
2015-02-27,1.2804,0.8931,0.6477
2015-03-02,1.2853,0.8937,0.6506
2015-03-03,1.2755,0.8919,0.6497
2015-03-04,1.2786,0.9033,0.6551
2015-03-05,1.2882,0.9086,0.6566
2015-03-06,1.2967,0.9212,0.6639
2015-03-09,1.296,0.922,0.6624
2015-03-10,1.3094,0.934,0.6629
2015-03-11,1.3189,0.9455,0.6691
2015-03-12,1.2979,0.9421,0.6708
2015-03-13,1.3104,0.9502,0.6777
2015-03-16,1.3062,0.9456,0.6757
2015-03-17,1.3132,0.943,0.6782
2015-03-18,1.3067,0.9396,0.6809
2015-03-19,1.3127,0.9415,0.6789
2015-03-20,1.2888,0.9266,0.6701
2015-03-23,1.2742,0.9151,0.6695
2015-03-24,1.2708,0.9168,0.6725
2015-03-25,1.2729,0.9102,0.6705
2015-03-26,1.2762,0.9158,0.6737
2015-03-27,1.2897,0.9182,0.6721
2015-03-30,1.308,0.9244,0.676
2015-03-31,1.3115,0.931,0.6734
2015-04-01,1.3132,0.9287,0.6746
2015-04-02,1.3217,0.9196,0.6738
2015-04-03,1.308,0.9099,0.6704
2015-04-06,1.306,0.9084,0.6685
2015-04-07,1.3079,0.9217,0.6731
2015-04-08,1.2962,0.9244,0.6701
2015-04-09,1.2977,0.9371,0.6785
2015-04-10,1.3031,0.9436,0.6827
2015-04-13,1.3194,0.945,0.6822
2015-04-14,1.3092,0.937,0.6761
2015-04-15,1.3141,0.9438,0.6765
2015-04-16,1.2827,0.9309,0.6701
2015-04-17,1.286,0.9276,0.6693
2015-04-20,1.2942,0.9291,0.6706
2015-04-21,1.2918,0.9295,0.6692
2015-04-22,1.2868,0.9321,0.6655
2015-04-23,1.285,0.9257,0.6646
2015-04-24,1.278,0.9195,0.6589
2015-04-27,1.2724,0.9181,0.6564
2015-04-28,1.2473,0.9108,0.6524
2015-04-29,1.2399,0.8949,0.6458
2015-04-30,1.2711,0.8959,0.6524
2015-05-01,1.2799,0.8933,0.6606
2015-05-04,1.2757,0.8973,0.6615
2015-05-05,1.2593,0.8949,0.6588
2015-05-06,1.2492,0.8814,0.656
2015-05-07,1.2636,0.8863,0.6569
2015-05-08,1.2636,0.8896,0.647
2015-05-11,1.266,0.8975,0.6413
2015-05-12,1.2517,0.8897,0.6376
2015-05-13,1.2318,0.8794,0.635
2015-05-14,1.2373,0.8797,0.6343
2015-05-15,1.2418,0.875,0.634
2015-05-18,1.2498,0.8807,0.6378
2015-05-19,1.2629,0.8968,0.6442
2015-05-20,1.2695,0.9026,0.6433
2015-05-21,1.2677,0.8988,0.6381
2015-05-22,1.2775,0.9064,0.6458
2015-05-26,1.2923,0.9195,0.6494
2015-05-27,1.2967,0.9184,0.6526
2015-05-28,1.3104,0.9163,0.654
2015-05-29,1.3057,0.9096,0.6542
2015-06-01,1.3135,0.9163,0.6585
2015-06-02,1.2907,0.8985,0.6523
2015-06-03,1.2816,0.8861,0.6514
2015-06-04,1.3033,0.8872,0.6507
2015-06-05,1.312,0.9003,0.655
2015-06-08,1.3072,0.8903,0.6545
2015-06-09,1.3012,0.8862,0.6501
2015-06-10,1.2905,0.8844,0.6439
2015-06-11,1.2943,0.89,0.6455
2015-06-12,1.2917,0.8867,0.6416
2015-06-15,1.2875,0.8876,0.6422
2015-06-16,1.2898,0.8898,0.6395
2015-06-17,1.3043,0.8894,0.6366
2015-06-18,1.277,0.8769,0.6296
2015-06-19,1.289,0.8822,0.6297
2015-06-22,1.2912,0.8789,0.632
2015-06-23,1.2922,0.8937,0.6349
2015-06-24,1.3006,0.8946,0.6377
2015-06-25,1.2918,0.8932,0.6358
2015-06-26,1.3072,0.8964,0.6354
2015-06-29,1.3026,0.8945,0.6344
2015-06-30,1.298,0.8965,0.6358
2015-07-01,1.3048,0.9022,0.6403
2015-07-02,1.3106,0.9017,0.6405
2015-07-06,1.3296,0.9029,0.6402
2015-07-07,1.345,0.9131,0.6475
2015-07-08,1.3432,0.9032,0.6513
2015-07-09,1.3444,0.907,0.6504
2015-07-10,1.3464,0.8969,0.645
2015-07-13,1.3501,0.9074,0.6444
2015-07-14,1.3423,0.9079,0.6417
2015-07-15,1.3576,0.912,0.6402
2015-07-16,1.3459,0.9176,0.641
2015-07-17,1.3567,0.9218,0.64
2015-07-20,1.355,0.9217,0.6416
2015-07-21,1.3461,0.9152,0.6431
2015-07-22,1.3572,0.9188,0.6403
2015-07-23,1.3559,0.9111,0.6438
2015-07-24,1.3738,0.9111,0.6446
2015-07-27,1.3691,0.8999,0.6412
2015-07-28,1.3652,0.9046,0.6403
2015-07-29,1.3686,0.9069,0.64
2015-07-30,1.374,0.9163,0.6418
2015-07-31,1.3639,0.9068,0.6396
2015-08-03,1.3742,0.9122,0.6409
2015-08-04,1.3479,0.913,0.6405
2015-08-05,1.3613,0.9201,0.6409
2015-08-06,1.3618,0.9156,0.6443
2015-08-07,1.3526,0.9126,0.6465
2015-08-10,1.3506,0.9096,0.6433
2015-08-11,1.3721,0.9056,0.6422
2015-08-12,1.3559,0.893,0.6394
2015-08-13,1.3585,0.8973,0.6412
2015-08-14,1.3557,0.9001,0.64
2015-08-17,1.3539,0.9027,0.6411
2015-08-18,1.3635,0.9068,0.6387
2015-08-19,1.3669,0.9041,0.6392
2015-08-20,1.3592,0.8929,0.6374
2015-08-21,1.3618,0.8806,0.637
2015-08-24,1.3885,0.8636,0.6357
2015-08-25,1.3922,0.8764,0.637
2015-08-26,1.411,0.878,0.6455
2015-08-27,1.393,0.8898,0.6489
2015-08-28,1.4027,0.8951,0.651
2015-08-31,1.4085,0.8933,0.6509
2015-09-01,1.4213,0.8879,0.6518
2015-09-02,1.4263,0.8895,0.6532
2015-09-03,1.4235,0.9006,0.6556
2015-09-04,1.4457,0.8995,0.6581
2015-09-08,1.4239,0.8943,0.6502
2015-09-09,1.4237,0.8957,0.6509
2015-09-10,1.4112,0.8879,0.647
2015-09-11,1.4136,0.882,0.6483
2015-09-14,1.4011,0.8844,0.6484
2015-09-15,1.41,0.8881,0.6514
2015-09-16,1.3916,0.8846,0.6452
2015-09-17,1.3992,0.884,0.6448
2015-09-18,1.3847,0.8804,0.6421
2015-09-21,1.4035,0.8925,0.6449
2015-09-22,1.4128,0.8982,0.6512
2015-09-23,1.4278,0.8961,0.656
2015-09-24,1.429,0.8887,0.6556
2015-09-25,1.4257,0.8935,0.6591
2015-09-28,1.4276,0.89,0.6575
2015-09-29,1.4271,0.8892,0.6593
2015-09-30,1.4245,0.8959,0.6616
2015-10-01,1.4196,0.8929,0.6595
2015-10-02,1.4235,0.8868,0.6572
2015-10-05,1.4108,0.8929,0.6594
2015-10-06,1.4,0.8876,0.6567
2015-10-07,1.3864,0.889,0.653
2015-10-08,1.3841,0.8864,0.6529
2015-10-09,1.3646,0.88,0.653
2015-10-13,1.3731,0.8786,0.6561
2015-10-14,1.3782,0.8744,0.6475
2015-10-15,1.3669,0.8758,0.6462
2015-10-16,1.3772,0.8803,0.6476
2015-10-19,1.3785,0.8834,0.6464
2015-10-20,1.3782,0.8804,0.6464
2015-10-21,1.3839,0.8814,0.6467
2015-10-22,1.385,0.8977,0.6494
2015-10-23,1.386,0.9078,0.6519
2015-10-26,1.377,0.9049,0.651
2015-10-27,1.3826,0.9048,0.6531
2015-10-28,1.4,0.9037,0.6528
2015-10-29,1.4122,0.9122,0.6538
2015-10-30,1.4019,0.9056,0.6475
2015-11-02,1.4004,0.9069,0.6482
2015-11-03,1.3941,0.9136,0.6492
2015-11-04,1.399,0.9207,0.6503
2015-11-05,1.399,0.92,0.6563
2015-11-06,1.4217,0.9306,0.6635
2015-11-09,1.4192,0.9288,0.6612
2015-11-10,1.4225,0.9358,0.6618
2015-11-12,1.4053,0.9287,0.6576
2015-11-13,1.4049,0.9327,0.6575
2015-11-16,1.4114,0.9339,0.6577
2015-11-17,1.4055,0.9404,0.6573
2015-11-18,1.4128,0.94,0.6575
2015-11-19,1.3873,0.9306,0.6524
2015-11-20,1.3826,0.9381,0.6579
2015-11-23,1.3912,0.9432,0.6612
2015-11-24,1.381,0.9388,0.6641
2015-11-25,1.3801,0.942,0.6619
2015-11-27,1.3904,0.9438,0.6649
2015-11-30,1.3822,0.9468,0.6647
2015-12-01,1.3661,0.9416,0.6634
2015-12-02,1.3682,0.9458,0.6699
2015-12-03,1.368,0.9173,0.6628
2015-12-04,1.3613,0.9188,0.6623
2015-12-07,1.3759,0.9225,0.6633
2015-12-08,1.3868,0.9195,0.6667
2015-12-09,1.3881,0.9104,0.6593
2015-12-10,1.3701,0.9134,0.6589
2015-12-11,1.3862,0.9089,0.6573
2015-12-14,1.3778,0.907,0.6609
2015-12-15,1.3935,0.9165,0.6647
2015-12-16,1.3875,0.9143,0.6661
2015-12-17,1.4085,0.9256,0.6722
2015-12-18,1.3895,0.9219,0.6705
2015-12-21,1.3943,0.9158,0.6709
2015-12-22,1.3829,0.9109,0.6752
2015-12-23,1.3848,0.9195,0.6728
2015-12-24,1.3757,0.9128,0.6692
2015-12-28,1.377,0.9105,0.6719
2015-12-29,1.3712,0.9161,0.6759
2015-12-30,1.3729,0.9164,0.6742
2015-12-31,1.3725,0.9209,0.6782
2016-01-04,1.3955,0.9257,0.6809
2016-01-05,1.3984,0.9308,0.6819
2016-01-06,1.4144,0.9292,0.6837
2016-01-07,1.4235,0.9208,0.6859
2016-01-08,1.4335,0.9187,0.6886
2016-01-11,1.4302,0.9193,0.6866
2016-01-12,1.4337,0.9228,0.6943
2016-01-13,1.4294,0.9206,0.6911
2016-01-14,1.4327,0.9206,0.694
2016-01-15,1.4569,0.9121,0.6998
2016-01-19,1.4432,0.9169,0.7057
2016-01-20,1.4588,0.9168,0.7059
2016-01-21,1.428,0.9231,0.7043
2016-01-22,1.4257,0.9247,0.6989
2016-01-25,1.4347,0.9232,0.702
2016-01-26,1.4276,0.922,0.6973
2016-01-27,1.4136,0.9202,0.7012
2016-01-28,1.4114,0.9131,0.6968
2016-01-29,1.4142,0.9232,0.705
2016-02-01,1.4116,0.9184,0.696
2016-02-02,1.4168,0.9168,0.6945
2016-02-03,1.4017,0.9049,0.6861
2016-02-04,1.3858,0.8929,0.6859
2016-02-05,1.4116,0.8984,0.6912
2016-02-08,1.4079,0.8953,0.6937
2016-02-09,1.4154,0.885,0.6909
2016-02-10,1.4106,0.8911,0.6909
2016-02-11,1.4092,0.8801,0.6921
2016-02-12,1.4088,0.8901,0.6916
2016-02-16,1.4079,0.8977,0.6998
2016-02-17,1.3951,0.8977,0.6985
2016-02-18,1.3986,0.9016,0.6977
2016-02-19,1.4035,0.8987,0.6972
2016-02-22,1.3816,0.9076,0.7064
2016-02-23,1.3872,0.9078,0.7123
2016-02-24,1.3933,0.9074,0.7178
2016-02-25,1.3873,0.9069,0.7175
2016-02-26,1.4025,0.9147,0.7211
2016-02-29,1.3982,0.9201,0.7181
2016-03-01,1.3943,0.9219,0.7169
2016-03-02,1.3759,0.9221,0.7113
2016-03-03,1.3587,0.9134,0.7066
2016-03-04,1.3468,0.9083,0.7029
2016-03-07,1.3392,0.9088,0.7015
2016-03-08,1.3421,0.9068,0.703
2016-03-09,1.3284,0.9073,0.7024
2016-03-10,1.3434,0.8959,0.699
2016-03-11,1.3207,0.8945,0.6932
2016-03-14,1.3307,0.9003,0.6981
2016-03-15,1.3396,0.8999,0.7059
2016-03-16,1.345,0.9029,0.7092
2016-03-17,1.3094,0.8837,0.6901
2016-03-18,1.3127,0.8856,0.689
2016-03-21,1.3168,0.8881,0.6943
2016-03-22,1.3115,0.8906,0.7034
2016-03-23,1.3275,0.8949,0.7087
2016-03-24,1.3305,0.8958,0.7071
2016-03-25,1.3301,0.8957,0.7077
2016-03-28,1.3247,0.8921,0.7018
2016-03-29,1.3215,0.8925,0.7002
2016-03-30,1.3043,0.8826,0.6949
2016-03-31,1.3026,0.878,0.6954
2016-04-01,1.3034,0.8783,0.704
2016-04-04,1.3134,0.8783,0.7003
2016-04-05,1.33,0.8792,0.7068
2016-04-06,1.3135,0.8749,0.7061
2016-04-07,1.3326,0.8783,0.7101
2016-04-08,1.3238,0.8767,0.709
2016-04-11,1.316,0.8763,0.7022
2016-04-12,1.3057,0.8776,0.702
2016-04-13,1.3074,0.8864,0.7031
2016-04-14,1.2979,0.8879,0.7068
2016-04-15,1.2958,0.8853,0.7034
2016-04-18,1.291,0.8832,0.7005
2016-04-19,1.2811,0.8791,0.6946
2016-04-20,1.2793,0.8826,0.6957
2016-04-21,1.289,0.8849,0.6974
2016-04-22,1.2965,0.8898,0.6949
2016-04-25,1.2958,0.887,0.69
2016-04-26,1.2918,0.8835,0.6844
2016-04-27,1.3168,0.8832,0.6871
2016-04-28,1.3098,0.883,0.6858
2016-04-29,1.3137,0.874,0.6838
2016-05-02,1.3087,0.8684,0.6818
2016-05-03,1.3348,0.869,0.6876
2016-05-04,1.3416,0.8706,0.6908
2016-05-05,1.3396,0.8769,0.6903
2016-05-06,1.3591,0.8756,0.6926
