time/date,AUD/US$,EURO/US$,POUND/US$
2016-05-09,1.3656,0.877,0.694
2016-05-10,1.3604,0.8783,0.6919
2016-05-11,1.3517,0.8738,0.6906
2016-05-12,1.3672,0.8787,0.6919
2016-05-13,1.3749,0.8854,0.6959
2016-05-16,1.3699,0.8828,0.6939
2016-05-17,1.3602,0.8821,0.6904
2016-05-18,1.3727,0.8868,0.6842
2016-05-19,1.3864,0.8917,0.6846
2016-05-20,1.386,0.8923,0.689
2016-05-23,1.3883,0.8935,0.6923
2016-05-24,1.392,0.8973,0.6839
2016-05-25,1.3916,0.8965,0.6805
2016-05-26,1.3837,0.8941,0.6815
2016-05-27,1.3879,0.8977,0.6829
2016-05-31,1.3808,0.8981,0.6882
2016-06-01,1.3808,0.8957,0.6947
2016-06-02,1.3841,0.8963,0.6935
2016-06-03,1.3626,0.8826,0.6887
2016-06-06,1.3583,0.8807,0.692
2016-06-07,1.3419,0.8811,0.6866
2016-06-08,1.3371,0.8772,0.6875
2016-06-09,1.3457,0.8827,0.6912
2016-06-10,1.3523,0.8864,0.6973
2016-06-13,1.3524,0.8864,0.7031
2016-06-14,1.3587,0.8924,0.7077
2016-06-15,1.3506,0.8898,0.705
2016-06-16,1.3676,0.8962,0.7105
2016-06-17,1.3541,0.8884,0.7
2016-06-20,1.3408,0.8835,0.6808
2016-06-21,1.3403,0.8879,0.6818
2016-06-22,1.3349,0.8861,0.6811
2016-06-23,1.3161,0.8793,0.6757
2016-06-24,1.3421,0.8988,0.7332
2016-06-27,1.3592,0.9071,0.7566
2016-06-28,1.36,0.9046,0.7522
2016-06-29,1.3434,0.8995,0.7402
2016-06-30,1.3455,0.9065,0.7552
2016-07-01,1.336,0.8973,0.753
2016-07-05,1.3412,0.9025,0.768
2016-07-06,1.3314,0.9028,0.7739
2016-07-07,1.3355,0.9038,0.7736
2016-07-08,1.3229,0.906,0.7729
2016-07-11,1.3273,0.9054,0.7701
2016-07-12,1.3104,0.903,0.7555
2016-07-13,1.3116,0.8999,0.7587
2016-07-14,1.3103,0.9002,0.7501
2016-07-15,1.318,0.9042,0.7579
2016-07-18,1.3163,0.9029,0.7531
2016-07-19,1.334,0.9079,0.762
2016-07-20,1.3358,0.9085,0.7588
2016-07-21,1.3339,0.9078,0.7567
2016-07-22,1.3417,0.9117,0.7639
2016-07-25,1.3408,0.9107,0.7616
2016-07-26,1.3305,0.9104,0.7614
2016-07-27,1.3405,0.9101,0.7637
2016-07-28,1.3314,0.9014,0.7604
2016-07-29,1.316,0.8954,0.7536
2016-08-01,1.3215,0.8948,0.7571
2016-08-02,1.3139,0.8909,0.7504
2016-08-03,1.3172,0.8953,0.7499
2016-08-04,1.3094,0.8981,0.7609
2016-08-05,1.3132,0.9025,0.7652
2016-08-08,1.3062,0.9027,0.7668
2016-08-09,1.3026,0.9001,0.7686
2016-08-10,1.2958,0.8952,0.7693
2016-08-11,1.297,0.8954,0.7716
2016-08-12,1.304,0.8951,0.7732
2016-08-15,1.3009,0.8929,0.7768
2016-08-16,1.2992,0.8868,0.7681
2016-08-17,1.3125,0.8879,0.7685
2016-08-18,1.3014,0.8823,0.7606
2016-08-19,1.3123,0.8829,0.7656
2016-08-22,1.3108,0.8839,0.7614
2016-08-23,1.3103,0.8843,0.7588
2016-08-24,1.3149,0.8884,0.7555
2016-08-25,1.3139,0.887,0.7589
2016-08-26,1.3134,0.8899,0.7594
2016-08-29,1.32,0.8943,0.764
2016-08-30,1.3305,0.8969,0.7643
2016-08-31,1.33,0.8972,0.7617
2016-09-01,1.3259,0.8933,0.7534
2016-09-02,1.3233,0.8962,0.7519
2016-09-06,1.3031,0.8899,0.7447
2016-09-07,1.3029,0.8898,0.7497
2016-09-08,1.3045,0.8884,0.7518
2016-09-09,1.3247,0.8917,0.7543
2016-09-12,1.3287,0.8905,0.7511
2016-09-13,1.3387,0.8895,0.7585
2016-09-14,1.336,0.8872,0.7573
2016-09-15,1.3312,0.8892,0.7567
2016-09-16,1.3353,0.8961,0.7639
2016-09-19,1.3228,0.8945,0.7662
2016-09-20,1.3242,0.8951,0.7708
2016-09-21,1.3177,0.8957,0.7705
2016-09-22,1.3082,0.8906,0.7638
2016-09-23,1.3122,0.891,0.7717
2016-09-26,1.3086,0.8873,0.7705
2016-09-27,1.3058,0.8922,0.7689
2016-09-28,1.3057,0.8929,0.7695
2016-09-29,1.3028,0.8894,0.7698
2016-09-30,1.3043,0.8898,0.7683
2016-10-03,1.3048,0.8921,0.7788
2016-10-04,1.3082,0.8919,0.7846
2016-10-05,1.3127,0.8932,0.7846
2016-10-06,1.3193,0.8962,0.7907
2016-10-07,1.3235,0.8964,0.8042
2016-10-11,1.3254,0.904,0.8185
2016-10-12,1.324,0.9079,0.82
2016-10-13,1.3231,0.906,0.8196
2016-10-14,1.3141,0.9103,0.8204
2016-10-17,1.3113,0.9091,0.8206
2016-10-18,1.3023,0.9093,0.8123
2016-10-19,1.2962,0.9119,0.8144
2016-10-20,1.3089,0.9146,0.8159
2016-10-21,1.3163,0.9203,0.819
2016-10-24,1.3153,0.9184,0.8194
2016-10-25,1.3068,0.9183,0.8221
2016-10-26,1.306,0.9161,0.8174
2016-10-27,1.3148,0.9171,0.8215
2016-10-28,1.3196,0.9146,0.8227
2016-10-31,1.3139,0.9122,0.8189
2016-11-01,1.3057,0.9056,0.8185
2016-11-02,1.3043,0.8994,0.812
2016-11-03,1.3019,0.9014,0.803
2016-11-04,1.304,0.8992,0.7971
2016-11-07,1.2987,0.906,0.8063
2016-11-08,1.2932,0.9063,0.8083
2016-11-09,1.3031,0.9131,0.8017
2016-11-10,1.3175,0.9189,0.7985
2016-11-14,1.3277,0.9326,0.802
2016-11-15,1.3263,0.9323,0.805
2016-11-16,1.3348,0.9347,0.8032
2016-11-17,1.3414,0.9384,0.8032
2016-11-18,1.3615,0.9434,0.8112
2016-11-21,1.3592,0.9437,0.8017
2016-11-22,1.3535,0.9418,0.8049
2016-11-23,1.353,0.947,0.8027
2016-11-25,1.3468,0.9438,0.8024
2016-11-28,1.3373,0.9455,0.8057
2016-11-29,1.3389,0.9411,0.7997
2016-11-30,1.3537,0.9454,0.8012
2016-12-01,1.3493,0.9404,0.7939
2016-12-02,1.3432,0.9376,0.7883
2016-12-05,1.3376,0.9326,0.7869
2016-12-06,1.3416,0.9331,0.787
2016-12-07,1.3371,0.9295,0.7934
2016-12-08,1.3426,0.9412,0.7953
2016-12-09,1.3437,0.9487,0.7943
2016-12-12,1.3358,0.9429,0.7888
2016-12-13,1.3344,0.9403,0.7883
2016-12-14,1.3312,0.9384,0.787
2016-12-15,1.3618,0.9639,0.8072
2016-12-16,1.3702,0.9564,0.8014
2016-12-19,1.3767,0.9575,0.8052
2016-12-20,1.3789,0.9625,0.8092
2016-12-21,1.3805,0.9592,0.8098
2016-12-22,1.3858,0.9568,0.8129
2016-12-23,1.3939,0.957,0.8162
2016-12-27,1.391,0.9562,0.8156
2016-12-28,1.3918,0.9626,0.8182
2016-12-29,1.385,0.9537,0.8172
2016-12-30,1.3831,0.9477,0.8106
2017-01-03,1.3829,0.9601,0.8159
2017-01-04,1.3755,0.9546,0.8131
2017-01-05,1.3635,0.9436,0.8055
2017-01-06,1.3689,0.947,0.8121
2017-01-09,1.358,0.9455,0.8219
2017-01-10,1.3569,0.9459,0.822
2017-01-11,1.3514,0.9523,0.8252
2017-01-12,1.3319,0.9376,0.8189
2017-01-13,1.3367,0.9412,0.8198
2017-01-17,1.3263,0.935,0.8072
2017-01-18,1.324,0.9362,0.8124
2017-01-19,1.3254,0.9407,0.8118
2017-01-23,1.3221,0.9311,0.801
2017-01-24,1.3186,0.9303,0.798
2017-01-25,1.3219,0.9308,0.7924
2017-01-26,1.3278,0.9372,0.795
2017-01-27,1.3247,0.9355,0.798
2017-01-30,1.3235,0.9362,0.8014
2017-01-31,1.3189,0.9264,0.7946
2017-02-01,1.3221,0.9295,0.791
2017-02-02,1.3033,0.9258,0.7974
2017-02-03,1.3011,0.9266,0.7997
2017-02-06,1.3087,0.9319,0.8032
2017-02-07,1.3096,0.9355,0.8009
2017-02-08,1.3075,0.9339,0.7973
2017-02-09,1.3118,0.9383,0.799
2017-02-10,1.3011,0.939,0.7999
2017-02-13,1.3082,0.9431,0.7994
2017-02-14,1.3092,0.9454,0.8022
2017-02-15,1.299,0.9437,0.8022
2017-02-16,1.2997,0.9381,0.8015
2017-02-17,1.306,0.9422,0.8046
2017-02-21,1.3034,0.9478,0.8022
2017-02-22,1.3016,0.9474,0.8028
2017-02-23,1.296,0.9446,0.7969
2017-02-24,1.3019,0.9452,0.8001
2017-02-27,1.2999,0.9413,0.8017
2017-02-28,1.3011,0.9418,0.8047
2017-03-01,1.3048,0.9466,0.8118
2017-03-02,1.3196,0.9511,0.8152
2017-03-03,1.3229,0.9477,0.8164
2017-03-06,1.3187,0.9446,0.8168
2017-03-07,1.3153,0.945,0.8191
2017-03-08,1.3256,0.9481,0.8229
2017-03-09,1.3303,0.9446,0.822
2017-03-10,1.3278,0.9375,0.8225
2017-03-13,1.3191,0.9372,0.8174
2017-03-14,1.3201,0.9394,0.8218
2017-03-15,1.317,0.9407,0.8182
2017-03-16,1.3033,0.9313,0.8084
2017-03-17,1.3004,0.9309,0.8083
2017-03-20,1.2932,0.9299,0.8087
2017-03-21,1.2958,0.9251,0.8013
2017-03-22,1.3031,0.9259,0.8015
2017-03-23,1.3082,0.927,0.7983
2017-03-24,1.3125,0.9254,0.8006
2017-03-27,1.3118,0.9189,0.7947
2017-03-28,1.307,0.9215,0.7998
2017-03-29,1.3055,0.9297,0.8057
2017-03-30,1.3045,0.9323,0.8007
2017-03-31,1.3092,0.9348,0.7976
2017-04-03,1.3156,0.9385,0.8013
2017-04-04,1.3215,0.9377,0.8041
2017-04-05,1.3201,0.938,0.8008
2017-04-06,1.3247,0.9389,0.8009
2017-04-07,1.3305,0.942,0.8066
2017-04-10,1.3333,0.9429,0.8053
2017-04-11,1.3339,0.9422,0.801
2017-04-12,1.336,0.9424,0.8
2017-04-13,1.3184,0.9407,0.7986
2017-04-14,1.3201,0.9412,0.798
2017-04-17,1.3151,0.9381,0.7945
2017-04-18,1.324,0.9341,0.7831
2017-04-19,1.3333,0.934,0.7819
2017-04-20,1.3263,0.9295,0.7794
2017-04-21,1.3264,0.9351,0.7823
2017-04-24,1.3231,0.922,0.7823
2017-04-25,1.3266,0.914,0.7791
2017-04-26,1.3401,0.9198,0.7789
2017-04-27,1.3419,0.9205,0.7759
2017-04-28,1.3378,0.9179,0.7729
2017-05-01,1.3273,0.9164,0.7742
2017-05-02,1.3293,0.9166,0.7739
2017-05-03,1.3421,0.9158,0.7742
2017-05-04,1.3508,0.9118,0.7746
2017-05-05,1.3488,0.9094,0.7722
2017-05-08,1.3539,0.9151,0.7727
2017-05-09,1.3602,0.9195,0.7729
2017-05-10,1.3545,0.9197,0.7729
2017-05-11,1.3561,0.92,0.7761
2017-05-12,1.3519,0.9152,0.7764
2017-05-15,1.3468,0.9108,0.7742
2017-05-16,1.3461,0.9032,0.7745
2017-05-17,1.3466,0.8981,0.7726
2017-05-18,1.3455,0.8985,0.7687
2017-05-19,1.3425,0.8937,0.7682
2017-05-22,1.3376,0.89,0.7689
2017-05-23,1.336,0.893,0.7702
2017-05-24,1.3399,0.8949,0.7731
2017-05-25,1.3394,0.8914,0.772
2017-05-26,1.3441,0.8953,0.7816
2017-05-30,1.3396,0.8942,0.7777
2017-05-31,1.3446,0.89,0.7749
2017-06-01,1.3537,0.8917,0.7756
2017-06-02,1.3439,0.8873,0.7761
2017-06-05,1.3371,0.8889,0.7742
2017-06-06,1.3308,0.8876,0.7751
2017-06-07,1.3245,0.89,0.7727
2017-06-08,1.3257,0.8915,0.7729
2017-06-09,1.3277,0.8937,0.7851
2017-06-12,1.3264,0.8925,0.79
2017-06-13,1.3263,0.8933,0.785
2017-06-14,1.3125,0.8868,0.7808
2017-06-15,1.3189,0.8967,0.7832
2017-06-16,1.312,0.8933,0.7826
2017-06-19,1.3149,0.8961,0.7847
2017-06-20,1.3201,0.899,0.7919
2017-06-21,1.3247,0.8974,0.7895
2017-06-22,1.3259,0.897,0.79
2017-06-23,1.3196,0.8932,0.7857
2017-06-26,1.3175,0.8932,0.7854
2017-06-27,1.3179,0.885,0.7818
2017-06-28,1.3092,0.88,0.773
2017-06-29,1.3021,0.8757,0.7702
2017-06-30,1.3028,0.8763,0.7695
2017-07-03,1.3068,0.8797,0.7721
2017-07-05,1.3179,0.8821,0.7732
2017-07-06,1.3186,0.8765,0.7712
2017-07-07,1.316,0.8775,0.7764
2017-07-10,1.316,0.8775,0.7762
2017-07-11,1.3134,0.8749,0.7781
2017-07-12,1.3033,0.8763,0.7759
2017-07-13,1.294,0.8783,0.7739
2017-07-14,1.2799,0.8732,0.7646
2017-07-17,1.2802,0.8718,0.7658
2017-07-18,1.2621,0.8637,0.7677
2017-07-19,1.2585,0.8682,0.7671
2017-07-20,1.2566,0.8595,0.7707
2017-07-21,1.2641,0.858,0.7711
2017-07-24,1.2617,0.859,0.7676
2017-07-25,1.258,0.8579,0.7665
2017-07-26,1.2623,0.8597,0.7664
2017-07-27,1.256,0.8579,0.7654
2017-07-28,1.2514,0.8508,0.762
2017-07-31,1.2519,0.8456,0.7578
2017-08-01,1.2541,0.8475,0.7572
2017-08-02,1.2527,0.8431,0.7555
2017-08-03,1.2587,0.8418,0.7608
2017-08-04,1.262,0.8508,0.7671
2017-08-07,1.265,0.8483,0.768
2017-08-08,1.265,0.853,0.7711
2017-08-09,1.2703,0.8512,0.7694
2017-08-10,1.2677,0.851,0.7705
2017-08-11,1.269,0.8467,0.7699
2017-08-14,1.2716,0.8485,0.7707
2017-08-15,1.2784,0.8521,0.7775
2017-08-16,1.2687,0.8545,0.7776
2017-08-17,1.2629,0.8521,0.7759
2017-08-18,1.2606,0.8512,0.7784
2017-08-21,1.2601,0.8465,0.775
2017-08-22,1.2637,0.8502,0.7792
2017-08-23,1.2669,0.8473,0.782
2017-08-24,1.265,0.8474,0.7811
2017-08-25,1.2612,0.8422,0.7768
2017-08-28,1.2569,0.8352,0.7736
2017-08-29,1.2542,0.8316,0.773
2017-08-30,1.265,0.8384,0.7732
2017-08-31,1.2607,0.8408,0.7759
2017-09-01,1.2531,0.8419,0.7709
2017-09-05,1.2484,0.8396,0.7685
2017-09-06,1.2475,0.8373,0.7649
2017-09-07,1.2441,0.8314,0.7637
2017-09-08,1.239,0.8305,0.7569
2017-09-11,1.2463,0.8358,0.7591
2017-09-12,1.2435,0.8356,0.753
2017-09-13,1.252,0.8405,0.7565
2017-09-14,1.2531,0.8413,0.7464
2017-09-15,1.2489,0.8362,0.7365
2017-09-18,1.2553,0.8377,0.7416
2017-09-19,1.2478,0.8347,0.7398
2017-09-20,1.2392,0.8335,0.7372
2017-09-21,1.2594,0.8371,0.7366
2017-09-22,1.2539,0.8355,0.739
2017-09-25,1.2599,0.8437,0.7431
2017-09-26,1.269,0.8495,0.745
2017-09-27,1.2713,0.8513,0.7462
2017-09-28,1.277,0.8492,0.7443
2017-09-29,1.2755,0.8465,0.7462
2017-10-02,1.278,0.8514,0.7537
2017-10-03,1.2775,0.8504,0.7547
2017-10-04,1.2729,0.8503,0.7537
2017-10-05,1.2821,0.8543,0.7615
2017-10-06,1.2878,0.8524,0.7655
2017-10-10,1.284,0.8472,0.7567
2017-10-11,1.2852,0.8441,0.757
2017-10-12,1.2776,0.8446,0.7591
2017-10-13,1.2682,0.8448,0.7517
2017-10-16,1.2724,0.8467,0.7527
2017-10-17,1.2767,0.8508,0.7586
2017-10-18,1.2758,0.8493,0.7586
2017-10-19,1.2694,0.8445,0.7587
2017-10-20,1.2801,0.8496,0.7588
2017-10-23,1.2809,0.8502,0.7575
2017-10-24,1.2853,0.8499,0.762
2017-10-25,1.2997,0.8473,0.7546
2017-10-26,1.3007,0.8547,0.7587
2017-10-27,1.3055,0.8636,0.7629
2017-10-30,1.3024,0.8601,0.7579
2017-10-31,1.3041,0.8585,0.753
2017-11-01,1.3028,0.8607,0.7543
2017-11-02,1.295,0.8568,0.7652
2017-11-03,1.3072,0.8609,0.7653
2017-11-06,1.3033,0.8621,0.7607
2017-11-07,1.3094,0.8638,0.7603
2017-11-08,1.3026,0.8627,0.7629
2017-11-09,1.3041,0.8585,0.7614
2017-11-13,1.312,0.8579,0.7633
2017-11-14,1.311,0.8501,0.7617
2017-11-15,1.32,0.8479,0.7596
2017-11-16,1.3175,0.8495,0.7577
2017-11-17,1.3222,0.8475,0.7563
2017-11-20,1.3243,0.8517,0.7552
2017-11-21,1.3189,0.8517,0.7557
2017-11-22,1.3173,0.8482,0.7524
2017-11-24,1.3125,0.8378,0.7499
2017-11-27,1.3149,0.8396,0.75
2017-11-28,1.3129,0.8419,0.7558
2017-11-29,1.3207,0.8433,0.7443
2017-11-30,1.3207,0.8405,0.7404
2017-12-01,1.3116,0.8396,0.7405
2017-12-04,1.3161,0.844,0.7427
2017-12-05,1.3148,0.846,0.7435
2017-12-06,1.3219,0.8483,0.7473
2017-12-07,1.3287,0.8482,0.7445
2017-12-08,1.3321,0.8503,0.7481
2017-12-11,1.3263,0.8473,0.7483
2017-12-12,1.3245,0.8529,0.7506
2017-12-13,1.3149,0.8502,0.7482
2017-12-14,1.3034,0.849,0.744
2017-12-15,1.3079,0.849,0.751
2017-12-18,1.3029,0.8472,0.7464
2017-12-19,1.3068,0.8459,0.7487
2017-12-20,1.3033,0.8417,0.7458
2017-12-21,1.2982,0.8423,0.7478
2017-12-22,1.2965,0.8447,0.7474
2017-12-26,1.294,0.8427,0.748
2017-12-27,1.2867,0.8402,0.7461
2017-12-28,1.2832,0.8367,0.7435
2017-12-29,1.2796,0.8318,0.7392
2018-01-02,1.2781,0.8299,0.7355
2018-01-03,1.2755,0.8313,0.7395
2018-01-04,1.2729,0.8289,0.7386
2018-01-05,1.2724,0.8306,0.7374
2018-01-08,1.2758,0.8352,0.7371
2018-01-09,1.2784,0.8388,0.7398
2018-01-10,1.2753,0.8363,0.74
2018-01-11,1.2682,0.8309,0.7384
2018-01-12,1.2681,0.8244,0.7305
2018-01-16,1.2566,0.8167,0.726
2018-01-17,1.2528,0.8177,0.7234
2018-01-18,1.2511,0.8171,0.72
2018-01-19,1.2498,0.8171,0.7217
2018-01-22,1.2494,0.8177,0.7172
2018-01-23,1.2525,0.8145,0.7159
2018-01-24,1.2398,0.8071,0.7043
2018-01-25,1.2362,0.8008,0.7011
2018-01-26,1.2338,0.805,0.7053
2018-01-29,1.2362,0.8096,0.7121
2018-01-30,1.2382,0.8071,0.708
2018-01-31,1.2393,0.8046,0.7047
2018-02-01,1.2456,0.8012,0.7019
2018-02-02,1.2612,0.8035,0.7079
2018-02-05,1.2617,0.8053,0.7132
2018-02-06,1.2695,0.8077,0.7168
2018-02-07,1.2752,0.8143,0.7204
2018-02-08,1.2839,0.8171,0.7186
2018-02-09,1.2806,0.8179,0.725
2018-02-12,1.2762,0.8152,0.7236
2018-02-13,1.2728,0.8089,0.7198
2018-02-14,1.2702,0.8067,0.7166
2018-02-15,1.2639,0.8012,0.7112
2018-02-16,1.2618,0.8037,0.7115
2018-02-20,1.2653,0.8098,0.7132
2018-02-21,1.2767,0.8121,0.7171
2018-02-22,1.2739,0.8113,0.7174
2018-02-23,1.2776,0.8131,0.7154
2018-02-26,1.275,0.8133,0.7167
2018-02-27,1.2814,0.8171,0.7191
2018-02-28,1.2819,0.8189,0.725
2018-03-01,1.2883,0.8186,0.727
2018-03-02,1.2897,0.8121,0.7263
2018-03-05,1.2888,0.811,0.7217
2018-03-06,1.2784,0.8055,0.7201
2018-03-07,1.2827,0.8066,0.72
2018-03-08,1.2842,0.8121,0.7234
2018-03-09,1.274,0.8113,0.7213
2018-03-12,1.2716,0.8118,0.7195
2018-03-13,1.2689,0.8066,0.7149
2018-03-14,1.2695,0.8089,0.7171
2018-03-15,1.2794,0.8116,0.7168
2018-03-16,1.2932,0.8143,0.7184
2018-03-19,1.2979,0.8111,0.7127
2018-03-20,1.3002,0.8149,0.7136
2018-03-21,1.2974,0.8151,0.711
2018-03-22,1.2994,0.8123,0.7093
2018-03-23,1.2952,0.8091,0.7067
2018-03-26,1.2942,0.8039,0.7024
2018-03-27,1.2958,0.8058,0.7062
2018-03-28,1.3019,0.8097,0.7087
2018-03-29,1.3034,0.8132,0.7128
2018-03-30,1.3004,0.8117,0.7129
2018-04-02,1.3058,0.8138,0.7127
2018-04-03,1.3031,0.8156,0.7108
2018-04-04,1.2985,0.8135,0.7104
2018-04-05,1.3007,0.8177,0.7147
2018-04-06,1.3014,0.8147,0.7098
2018-04-09,1.2974,0.8117,0.7074
2018-04-10,1.2883,0.8105,0.7062
2018-04-11,1.2878,0.8075,0.7045
2018-04-12,1.2892,0.8117,0.702
2018-04-13,1.2873,0.8116,0.7015
2018-04-16,1.2858,0.8082,0.6977
2018-04-17,1.2873,0.81,0.6993
2018-04-18,1.2847,0.8078,0.7029
2018-04-19,1.2902,0.8106,0.7046
2018-04-20,1.3036,0.8142,0.7126
2018-04-23,1.3134,0.8186,0.7167
2018-04-24,1.3161,0.8179,0.7156
2018-04-25,1.3229,0.8212,0.7173
2018-04-26,1.3228,0.8256,0.718
2018-04-27,1.3217,0.8259,0.7254
2018-04-30,1.3257,0.8282,0.7272
2018-05-01,1.3355,0.8333,0.7347
2018-05-02,1.3332,0.8356,0.7348
2018-05-03,1.331,0.8354,0.737
2018-05-04,1.3273,0.8371,0.7388
2018-05-07,1.3287,0.8384,0.7371
2018-05-08,1.3432,0.843,0.7396
2018-05-09,1.3412,0.8437,0.7371
2018-05-10,1.3307,0.8406,0.7415
2018-05-11,1.3256,0.8368,0.7381
2018-05-14,1.3238,0.835,0.7356
2018-05-15,1.3374,0.8429,0.7401
2018-05-16,1.3326,0.8483,0.7419
2018-05-17,1.3319,0.8476,0.7404
2018-05-18,1.3314,0.8493,0.7421
2018-05-21,1.3219,0.8498,0.7453
2018-05-22,1.3167,0.8487,0.7438
2018-05-23,1.3273,0.8552,0.7496
2018-05-24,1.3215,0.8526,0.7472
2018-05-25,1.3231,0.8572,0.7507
2018-05-29,1.3308,0.8657,0.7543
2018-05-30,1.3203,0.8573,0.7521
2018-05-31,1.321,0.8569,0.7525
2018-06-01,1.3217,0.8562,0.7486
2018-06-04,1.3075,0.855,0.7511
2018-06-05,1.3148,0.8568,0.7485
2018-06-06,1.3026,0.849,0.7447
2018-06-07,1.3106,0.8464,0.7448
2018-06-08,1.3156,0.8494,0.7459
2018-06-11,1.313,0.8473,0.747
2018-06-12,1.3146,0.848,0.7454
2018-06-13,1.3151,0.8486,0.7475
2018-06-14,1.3308,0.8595,0.75
2018-06-15,1.3414,0.8609,0.7528
2018-06-18,1.3479,0.8616,0.7549
2018-06-19,1.3539,0.8638,0.7592
2018-06-20,1.3537,0.8627,0.7568
2018-06-21,1.3561,0.8621,0.7547
2018-06-22,1.347,0.8598,0.7543
2018-06-25,1.3503,0.8551,0.7534
2018-06-26,1.351,0.8565,0.7551
2018-06-27,1.3563,0.863,0.7611
2018-06-28,1.3596,0.8634,0.7637
2018-06-29,1.3515,0.8564,0.7577
2018-07-02,1.3657,0.8618,0.7614
2018-07-03,1.3541,0.8581,0.7591
2018-07-05,1.3535,0.8549,0.756
2018-07-06,1.3475,0.8519,0.754
2018-07-09,1.3394,0.8515,0.7575
2018-07-10,1.3398,0.8527,0.7538
2018-07-11,1.3514,0.8531,0.7552
2018-07-12,1.3481,0.8553,0.7554
2018-07-13,1.3495,0.8571,0.7567
2018-07-16,1.3484,0.854,0.7555
2018-07-17,1.3528,0.8573,0.7598
2018-07-18,1.3528,0.8587,0.7663
2018-07-19,1.3639,0.8618,0.77
2018-07-20,1.3495,0.8541,0.7625
2018-07-23,1.3545,0.8546,0.7631
2018-07-24,1.3484,0.8559,0.7613
2018-07-25,1.3492,0.8564,0.7605
2018-07-26,1.3543,0.8581,0.7623
2018-07-27,1.3495,0.8576,0.7623
2018-07-30,1.3499,0.8534,0.761
2018-07-31,1.3444,0.8543,0.7619
2018-08-01,1.351,0.8572,0.7622
2018-08-02,1.3552,0.8612,0.7672
2018-08-03,1.3503,0.8623,0.768
2018-08-06,1.3526,0.8648,0.7724
2018-08-07,1.3463,0.8623,0.7718
2018-08-08,1.3477,0.8622,0.7764
2018-08-09,1.3524,0.8646,0.777
2018-08-10,1.3702,0.8773,0.7831
2018-08-13,1.3755,0.8775,0.7839
2018-08-14,1.3812,0.881,0.7851
2018-08-15,1.3826,0.8825,0.7883
2018-08-16,1.3744,0.8781,0.786
2018-08-17,1.3732,0.8764,0.7852
2018-08-20,1.3684,0.8743,0.7834
2018-08-21,1.3602,0.867,0.7776
2018-08-22,1.3602,0.8624,0.7746
2018-08-23,1.3767,0.8645,0.7794
2018-08-24,1.3639,0.8602,0.7777
2018-08-27,1.3613,0.8565,0.7757
2018-08-28,1.3602,0.8532,0.776
2018-08-29,1.3714,0.8548,0.7689
2018-08-30,1.377,0.8587,0.7694
2018-08-31,1.3904,0.8624,0.7714
2018-09-04,1.3939,0.8646,0.7792
2018-09-05,1.391,0.8606,0.775
2018-09-06,1.3893,0.8603,0.7732
2018-09-07,1.4015,0.8642,0.7732
2018-09-10,1.4049,0.8618,0.7677
2018-09-11,1.4071,0.8627,0.7683
2018-09-12,1.3965,0.8601,0.7675
2018-09-13,1.3904,0.8568,0.7631
2018-09-14,1.3931,0.8579,0.7643
2018-09-17,1.3916,0.8557,0.7607
2018-09-18,1.385,0.8552,0.76
2018-09-19,1.3749,0.8558,0.7598
2018-09-20,1.3744,0.8515,0.7555
2018-09-21,1.374,0.8519,0.7653
2018-09-24,1.3768,0.8494,0.7617
2018-09-25,1.3791,0.8496,0.7598
2018-09-26,1.3774,0.8505,0.7586
2018-09-27,1.3854,0.8569,0.7631
2018-09-28,1.3816,0.8604,0.7661
2018-10-01,1.3845,0.8645,0.7673
2018-10-02,1.3891,0.8651,0.7702
2018-10-03,1.401,0.8677,0.7696
2018-10-04,1.4128,0.869,0.7684
2018-10-05,1.4188,0.8694,0.7633
2018-10-09,1.41,0.8709,0.7611
2018-10-10,1.4085,0.8665,0.7572
2018-10-11,1.4061,0.8647,0.758
2018-10-12,1.4053,0.8651,0.7602
2018-10-15,1.4002,0.8625,0.7594
2018-10-16,1.4006,0.8626,0.757
2018-10-17,1.4025,0.8666,0.7612
2018-10-18,1.4049,0.87,0.7656
2018-10-19,1.4021,0.8686,0.7666
2018-10-22,1.4112,0.8721,0.7708
2018-10-23,1.4136,0.8711,0.7703
2018-10-24,1.414,0.878,0.7753
2018-10-25,1.4116,0.8792,0.7796
2018-10-26,1.4108,0.8781,0.7797
2018-10-29,1.4136,0.878,0.7808
2018-10-30,1.4061,0.88,0.7855
2018-10-31,1.4104,0.8825,0.7825
2018-11-01,1.391,0.8775,0.7708
2018-11-02,1.3891,0.8789,0.7713
2018-11-05,1.3893,0.8777,0.768
2018-11-06,1.3848,0.8763,0.7648
2018-11-07,1.3732,0.8727,0.7608
2018-11-08,1.3725,0.876,0.7624
2018-11-09,1.3839,0.883,0.7705
2018-11-13,1.385,0.8859,0.7674
2018-11-14,1.3852,0.884,0.7686
2018-11-15,1.3757,0.8831,0.7844
2018-11-16,1.3676,0.877,0.7789
2018-11-19,1.3716,0.8735,0.7787
2018-11-20,1.3801,0.8779,0.7807
2018-11-21,1.3761,0.8777,0.7827
2018-11-23,1.3841,0.8825,0.781
2018-11-26,1.3831,0.8821,0.7807
2018-11-27,1.3877,0.8864,0.7856
2018-11-28,1.3826,0.8861,0.7833
2018-11-29,1.3672,0.8786,0.7819
2018-11-30,1.3678,0.8832,0.783
2018-12-03,1.3587,0.8806,0.7848
